Color:,Style:,Pattern Type:,Type:,Fabric:,Material:,Composition:,Care Instructions:,rating,price
Baby Blue ,Elegant ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,₪59.00
Dusty Pink ,Casual ,Striped ,Fitted ,Slight Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.92,₪55.00
Multicolor ,Boho ,"Paisley, All Over Print ",A Line ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,₪59.00
Black ,Elegant ,Floral ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.42,₪49.00
Red ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.94,₪55.00
Burnt Orange ,Party ,Plain ,Cami ,Slight Stretch ,Satin ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.94,₪49.00
Black and White ,Elegant ,Plaid ,Shirt ,Non-Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.88,₪89.00
White ,Elegant ,Plain ,Bodycon ,Non-Stretch ,Woven Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,5.00,₪109.00
Rust Brown ,Casual ,All Over Print ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.95,₪59.00
Black ,Cute ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.84,₪69.00
Apricot ,Casual ,Plain ,A Line ,Medium Stretch ,Fabric ,"60% Polyester, 35% Viscose, 5% Elastane ",Hand wash or professional dry clean ,5.00,₪59.00
Black ,Elegant ,Plain ,Cami ,Slight Stretch ,Mesh Fabric ,"94% Polyamide, 6% Elastane ",Machine wash or professional dry clean ,4.89,₪59.00
Multicolor ,Casual ,Colorblock ,Fitted ,Slight Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.00,₪39.00
Black ,Sexy ,Plain ,Bodycon ,High Stretch ,Knitted Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,4.88,₪39.00
Multicolor ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.92,₪49.00
Multicolor ,Casual ,All Over Print ,Shirt ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.75,₪49.00
Black ,Casual ,Plain ,Pinafore ,Non-Stretch ,PU Leather ,100% Polyester ,"Machine wash, do not dry clean ",4.81,₪59.00
Black ,Casual ,Houndstooth ,Tunic ,Medium Stretch ,Fabric ,"95% Cotton, 5% Elastane ",Hand wash or professional dry clean ,5.00,₪39.00
Hot Pink ,Sexy ,Plain ,Bodycon ,High Stretch ,Knitted Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,4.94,₪59.00
Black ,Casual ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.81,₪59.00
Black ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0,₪79.00
White ,Sexy ,Plain ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Black ,Casual ,Plain ,Tunic ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪39.00
Hot Pink ,Sexy ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyamide, 5% Elastane ",Machine wash or professional dry clean ,4.94,₪29.00
Hot Pink ,Sexy ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyamide, 5% Elastane ",Machine wash or professional dry clean ,4.94,₪29.00
Purple ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.96,₪229.00
White ,Sexy ,Plain ,Cami ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.94,₪49.00
Black ,Party ,Plain ,Bodycon ,Slight Stretch ,PU Leather ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",5.00,₪49.00
Red ,Sexy ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,4.91,₪39.00
Red ,Elegant ,Plain ,Tunic ,Non-Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Apricot ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"60% Polyester, 35% Viscose, 5% Elastane ",Machine wash or professional dry clean ,4.86,₪49.00
Multicolor ,Boho ,Floral ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.87,₪49.00
Hot Pink ,Elegant ,Plain ,Fitted ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.90,₪49.00
Green ,Casual ,Plain ,Tee ,Medium Stretch ,Fabric ,"93.5% Polyester, 6.5% Elastane ",Hand wash or professional dry clean ,4.94,₪49.00
Black ,Casual ,Plain ,Fitted ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.71,₪39.00
Blue and White ,Boho ,Floral ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪79.00
Lilac Purple ,Casual ,Plain ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.77,₪33.00
Khaki ,Elegant ,Letter ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪149.00
Black ,Casual ,Plain ,Tunic ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.82,₪39.00
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,4.89,₪39.00
Dark Green ,Party ,Plain ,Bodycon ,Medium Stretch ,Sequins ,100% Polyester ,"Hand wash,do not dry clean ",4.91,₪169.00
Black ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,"93% Viscose, 7% Elastane ",Machine wash or professional dry clean ,4.84,₪49.00
Black ,Casual ,Plain ,A Line ,Slight Stretch ,Fabric ,"98% Polyester, 2% Elastane ",Machine wash or professional dry clean ,5.00,₪79.00
Multicolor ,Casual ,Plaid ,Pinafore ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.80,₪49.00
Burgundy ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪79.00
Green ,Casual ,Leopard Print ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.93,₪49.00
White ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.91,₪49.00
Teal Blue ,Elegant ,Plain ,Fitted ,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.43,₪79.00
Beige ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"65% Rayon, 30% Polyamide, 5% Elastane ","Hand wash,do not dry clean ",4.99,₪89.00
Black ,Party ,Plain ,Bodycon ,Medium Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.00,₪139.00
Multicolor ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.93,₪59.00
Black ,Elegant ,Letter ,A Line ,Medium Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.00,₪69.00
Dark Grey ,Casual ,Plain ,A Line ,Medium Stretch ,Fabric ,"67% Polyester, 29% Viscose, 4% Elastane ",Hand wash or professional dry clean ,0,₪49.00
White ,Casual ,"Floral, Figure ",Tee ,Slight Stretch ,Knitted Fabric ,"95% Cotton, 5% Elastane ",Machine wash or professional dry clean ,4.96,₪49.00
Khaki ,Elegant ,Colorblock ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.94,₪89.00
Black ,Elegant ,Plain ,Tunic ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.88,₪49.00
Navy Blue ,Casual ,Plain ,Shirt ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.96,₪69.00
Pink ,Boho ,"Floral, All Over Print ",Bodycon ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪79.00
Black ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",5.00,₪99.00
Dusty Pink ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,4.92,₪49.00
Navy Blue ,Casual ,Colorblock ,Tunic ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.90,₪69.00
Brown ,Elegant ,Plain ,A Line ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,4.00,₪79.00
Multicolor ,Party ,Colorblock ,Bodycon ,Medium Stretch ,Mesh Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,4.89,₪49.00
Burnt Orange ,Elegant ,Plain ,Shirt ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.00,₪139.00
Coffee Brown ,Casual ,Plain ,Pinafore ,Non-Stretch ,Corduroy ,"97% Polyester, 3% Elastane ",Hand wash or professional dry clean ,4.84,₪29.00
Black ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.86,₪99.00
Army Green ,Casual ,Plain ,Shirt ,Slight Stretch ,Woven Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Mint Green ,Casual ,Plain ,Fit and Flare ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.91,₪49.00
White ,Casual ,Plain ,A Line ,Non-Stretch ,Chiffon ,100% Polyester ,"Hand wash,do not dry clean ",0,₪79.00
Black ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95.7% Polyester, 4.3% Elastane ",Machine wash or professional dry clean ,4.77,₪149.00
Grey ,Elegant ,Plaid ,A Line ,Non-Stretch ,Fabric ,"80% Polyester, 17% Viscose, 3% Spandex ",Machine wash or professional dry clean ,0,₪349.00
Navy Blue ,Boho ,"Floral, Paisley ",A Line ,Non-Stretch ,Fabric ,100% Viscose ,Hand wash or professional dry clean ,0,₪149.00
Multicolor ,Elegant ,All Over Print ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.75,₪69.00
Black and White ,Elegant ,Colorblock ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.86,₪59.00
Black and White ,Casual ,Houndstooth ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.83,₪47.00
Navy Blue ,Casual ,Plain ,Smock ,Slight Stretch ,Knitted Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,0,₪79.00
Chocolate Brown ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.76,₪49.00
Baby Pink ,Party ,Plain ,Cami ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.94,₪99.00
Beige ,Boho ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Cotton, 5% Elastane ",Machine wash or professional dry clean ,4.89,₪49.00
Black ,Sexy ,Plain ,Cami ,Medium Stretch ,Knitted Fabric ,"67% Polyester, 30% Viscose, 3% Elastane ",Machine wash or professional dry clean ,4.85,₪49.00
Lime Green ,Elegant ,Plain ,Fitted ,High Stretch ,Knitted Fabric ,"93% Rayon, 7% Spandex ",Machine wash or professional dry clean ,4.90,₪39.00
Dark Green ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"61% Polyester, 33% Viscose, 6% Elastane ",Machine wash or professional dry clean ,4.92,₪39.00
Black ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,₪39.00
Hot Pink ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪79.00
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,4.93,₪49.00
Grey ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.00,₪39.00
Black ,Elegant ,Plain ,Tunic ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Black ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Hot Pink ,Party ,Plain ,A Line ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪29.00
Red Violet ,Party ,Plain ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.95,₪189.00
Multicolor ,Casual ,Plaid ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.87,₪47.00
White ,Party ,Plain ,Fitted ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.89,₪159.00
Multicolor ,Casual ,Plaid ,A Line ,Slight Stretch ,Knitted Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.95,₪39.00
Black ,Sexy ,Plain ,Cami ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.78,₪39.00
Black ,Party ,Plain ,Fitted ,Medium Stretch ,Flannelette ,"95% Polyester, 5% Spandex ",Hand wash or professional dry clean ,4.94,₪159.00
Black ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.95,₪39.00
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"94% Viscose, 6% Elastane ",Machine wash or professional dry clean ,4.89,₪49.00
Black ,Party ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,"80% Viscose, 20% Polyester ",Machine wash or professional dry clean ,4.85,₪89.00
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.92,₪49.00
Black ,Sexy ,Plain ,Cami ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.29,₪59.00
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"67% Polyester, 30% Viscose, 3% Elastane ",Machine wash or professional dry clean ,4.87,₪59.00
Blue ,Party ,Plain ,A Line ,Medium Stretch ,Knitted Fabric ,100% Polyester ,"Machine wash, do not dry clean ",5.00,₪49.00
White ,Boho ,Floral ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",5.00,₪79.00
Black and White ,Casual ,Animal ,Bodycon ,Slight Stretch ,Flannelette ,100% Polyester ,Hand wash or professional dry clean ,4.86,₪49.00
White ,Sexy ,Plain ,Cami ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,₪49.00
Multicolor ,Casual ,All Over Print ,A Line ,Slight Stretch ,Knitted Fabric ,"99% Polyester, 1% Elastane ",Machine wash or professional dry clean ,4.97,₪59.00
Black ,Party ,Plain ,Bodycon ,Slight Stretch ,Flannelette ,100% Polyester ,Machine wash or professional dry clean ,4.94,₪49.00
Black ,Elegant ,Plain ,Fitted ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.50,₪79.00
White ,Boho ,Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0,₪79.00
Black ,Elegant ,Floral ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",5.00,₪89.00
Apricot ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,"97% Polyester, 3% Spandex ",Machine wash or professional dry clean ,4.88,₪59.00
Violet Purple ,Party ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.94,₪89.00
Black ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.90,₪139.00
Dark Green ,Party ,Plain ,Bodycon ,Slight Stretch ,Satin ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.95,₪47.00
Red Violet ,Casual ,Plain ,Fitted ,High Stretch ,Fabric ,"72% Polyester, 28% Viscose ",Machine wash or professional dry clean ,0,₪29.00
Multicolor ,Boho ,Floral ,A Line ,Medium Stretch ,Knitted Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",0,₪49.00
White ,Elegant ,Plain ,Cami ,Slight Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0,₪119.00
Royal Blue ,Party ,Plain ,Cami ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,4.81,₪49.00
Black and White ,Casual ,"Striped, Letter ",Tee ,Slight Stretch ,Knitted Fabric ,"88% Polyester, 10% Viscose, 2% Elastane ",Machine wash or professional dry clean ,5.00,₪39.00
Light Grey ,Casual ,Plain ,Bodycon ,High Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,5.00,₪29.00
Apricot ,Casual ,All Over Print ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪49.00
Khaki ,Casual ,Plain ,Tee ,High Stretch ,Rib knit ,"60% Polyester, 35% Viscose, 5% Elastane ",Machine wash or professional dry clean ,5.00,₪59.00
Black ,Boho ,"Floral, All Over Print ",Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪49.00
Navy Blue ,Party ,Plain ,A Line ,Non-Stretch ,Sequins ,100% Polyester ,"Hand wash,do not dry clean ",5.00,₪179.00
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Mesh Fabric ,"94% Polyamide, 6% Elastane ",Machine wash or professional dry clean ,4.93,₪49.00
Navy Blue ,Casual ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0,₪59.00
Purple ,Elegant ,Plain ,Fitted ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.67,₪59.00
Redwood ,Casual ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,"90% Polyester, 10% Polyamide ",Machine wash or professional dry clean ,5.00,₪69.00
Light Grey ,Casual ,Plain ,Tee ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,₪49.00
Mint Green ,Party ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",5.00,₪109.00
Light Grey ,Elegant ,Plain ,A Line ,Slight Stretch ,Knitted Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.83,₪29.00
Baby Blue ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,₪59.00
White ,Elegant ,Plain ,Shirt ,Medium Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.83,₪69.00
Dusty Pink ,Party ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.90,₪99.00
Blue and White ,Boho ,All Over Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,₪49.00
Navy Blue ,Party ,Plain ,A Line ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.00,₪79.00
Burnt Orange ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.93,₪69.00
Multicolor ,Casual ,Chevron ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪69.00
White ,Sexy ,Plain ,Cami ,Slight Stretch ,Satin ,"90% Polyester, 10% Elastane ",Hand wash or professional dry clean ,5.00,₪39.00
Navy Blue ,Party ,Plain ,A Line ,Slight Stretch ,Sequins ,"95% Polyester, 5% Spandex ","Hand wash,do not dry clean ",5.00,₪219.00
Black ,Sexy ,Plain ,Fitted ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.94,₪39.00
Baby Pink ,Elegant ,Plain ,Shirt ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪119.00
Black ,Elegant ,Polka Dot ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.97,₪39.00
Dark Green ,Elegant ,Plain ,Fitted ,Non-Stretch ,Satin ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.91,₪63.00
White ,Elegant ,Plain ,Fit and Flare ,High Stretch ,Satin ,"92% Polyester, 8% Elastane ","Hand wash,do not dry clean ",4.63,₪99.00
Black ,Sexy ,Plain ,Bodycon ,High Stretch ,Fabric ,100% Nylon ,Machine wash or professional dry clean ,4.94,₪89.00
Dark Green ,Sexy ,Plain ,Fitted ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.95,₪39.00
Purple ,Elegant ,Plain ,A Line ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪119.00
Multicolor ,Casual ,Plaid ,A Line ,Slight Stretch ,Fabric ,"97% Polyester, 3% Elastane ","Hand wash,do not dry clean ",4.93,₪39.00
