Color,Style,Pattern Type,Type,Fabric,Material,Care Instructions,rating,price,category,Polyester,Elastane,Viscose,Spandex,Cotton,Metallized Fibres,Polyamide,Rayon,Silk,Nylon,Cashmere,Linen,Polyurethane
Multicolor ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.89,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Redwood ,Casual ,Plain ,Tee ,Medium Stretch ,Fabric ,Hand wash or professional dry clean ,5.0,49.0,dresses,60.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,5.0,109.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Fitted ,Medium Stretch ,Fabric ,"Hand wash,do not dry clean ",4.75,109.0,dresses,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusty Blue ,Elegant ,Plain ,Smock ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.91,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,"Floral, All Over Print ",Smock ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.9,55.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,69.0,dresses,97.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Blue ,Party ,Plain ,A Line ,Slight Stretch ,Chiffon ,Machine wash or professional dry clean ,4.9,139.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Elegant ,Polka Dot ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Sexy ,"Letter, Graphic ",Cami ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,29.0,dresses,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.86,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaki ,Boho ,Floral ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.99,89.0,dresses,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean ",4.87,89.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauve Purple ,Sexy ,Plain ,Cami ,Slight Stretch ,Metallic ,"Hand wash,do not dry clean ",4.92,19.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean ",4.86,89.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black and White ,Elegant ,Houndstooth ,A Line ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.96,49.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Cami ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.84,29.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Casual ,Plain ,Shirt ,Non-Stretch ,Corduroy ,Machine wash or professional dry clean ,4.84,63.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,Hand wash or professional dry clean ,4.92,89.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black and White ,Casual ,Striped ,Tee ,Slight Stretch ,Fabric ,Hand wash or professional dry clean ,4.92,59.0,dresses,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,Graphic ,A Line ,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.85,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue ,Casual ,Plain ,Tee ,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.82,39.0,dresses,96.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Grey ,Casual ,Plain ,Tee ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,69.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Cami ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,49.0,dresses,0.0,5.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown ,Casual ,Plain ,Pinafore ,Non-Stretch ,Corduroy ,Machine wash or professional dry clean ,4.84,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,Plain ,Tee ,Slight Stretch ,Fabric ,"Machine wash, do not dry clean ",4.85,59.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,A Line ,Slight Stretch ,Knitted Fabric ,"Machine wash, do not dry clean ",4.84,59.0,dresses,89.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Blue ,Party ,Floral ,A Line ,Slight Stretch ,Knitted Fabric ,"Machine wash, do not dry clean ",4.84,69.0,dresses,89.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Elegant ,Plain ,A Line ,High Stretch ,Knitted Fabric ,"Machine wash, do not dry clean ",5.0,99.0,dresses,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teal Blue ,Casual ,Plain ,Fitted ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,29.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black and White ,Elegant ,Houndstooth ,A Line ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.95,39.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Party ,Plain ,A Line ,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.94,63.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusty Pink ,Elegant ,Plain ,A Line ,Non-Stretch ,Mesh Fabric ,"Hand wash,do not dry clean ",4.94,139.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean ",4.71,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light Grey ,Casual ,Plain ,A Line ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.88,39.0,dresses,60.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Elegant ,Plain ,A Line ,Slight Stretch ,Satin ,Hand wash or professional dry clean ,0.0,79.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,5.0,79.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.83,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.95,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Party ,Plain ,A Line ,High Stretch ,Flannelette ,Hand wash or professional dry clean ,4.89,109.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,Hand wash or professional dry clean ,4.77,29.0,dresses,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black and White ,Elegant ,Plaid ,Pinafore ,Non-Stretch ,Tweed ,"Hand wash,do not dry clean ",5.0,89.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,Leopard Print ,A Line ,Non-Stretch ,Fabric ,"Hand wash,do not dry clean ",4.9,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,Plain ,Bodycon ,Medium Stretch ,Fabric ,Hand wash or professional dry clean ,4.92,39.0,dresses,67.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Pinafore ,Non-Stretch ,Corduroy ,Machine wash or professional dry clean ,4.85,49.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.83,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown ,Casual ,Plain ,A Line ,Non-Stretch ,Corduroy ,Hand wash or professional dry clean ,4.89,79.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Elegant ,Plain ,Bodycon ,High Stretch ,Knitted Fabric ,"Hand wash,do not dry clean ",0.0,69.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beige ,Casual ,Plain ,Tank ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.69,69.0,dresses,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mocha Brown ,Casual ,Plain ,Tee ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.94,63.0,dresses,75.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Elegant ,Plain ,A Line ,Medium Stretch ,Flannelette ,Machine wash or professional dry clean ,4.93,79.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,Paisley ,A Line ,Slight Stretch ,Composite Fabric ,Machine wash or professional dry clean ,4.88,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,Chevron ,A Line ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.91,59.0,dresses,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plaid ,A Line ,Slight Stretch ,Knitted Fabric ,"Hand wash,do not dry clean ",5.0,79.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,A Line ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,99.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Casual ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.93,89.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Casual ,Plain ,Tee ,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.86,69.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teal Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.98,79.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown ,Casual ,Plain ,Shirt ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,49.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beige ,Elegant ,Plain ,Shirt ,Non-Stretch ,Fabric ,"Hand wash,do not dry clean ",4.89,89.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Party ,Plain ,A Line ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.88,179.0,dresses,85.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Party ,Plain ,A Line ,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.91,119.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Boho ,Floral ,Smock ,Slight Stretch ,Flannelette ,Machine wash or professional dry clean ,4.97,59.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.88,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baby Blue ,Elegant ,Plaid ,A Line ,Non-Stretch ,Woven Fabric ,"Machine wash, do not dry clean ",4.9,139.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Heart ,A Line ,Non-Stretch ,Mesh Fabric ,Machine wash or professional dry clean ,0.0,79.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,Paisley ,A Line ,Non-Stretch ,Chiffon ,Hand wash or professional dry clean ,4.93,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,"Hand wash,do not dry clean ",4.87,139.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Cute ,Plain ,Smock ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.86,69.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusty Pink ,Elegant ,Plain ,A Line ,Non-Stretch ,Mesh Fabric ,Machine wash or professional dry clean ,4.97,119.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Satin ,Machine wash or professional dry clean ,4.85,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Heart ,Shirt ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,59.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Elegant ,Plain ,Fitted ,Non-Stretch ,Satin ,Machine wash or professional dry clean ,4.86,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Casual ,Leopard Print ,Smock ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.73,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.85,79.0,dresses,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Bodycon ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.93,47.0,dresses,0.0,8.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teal Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.9,109.0,dresses,98.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Sexy ,"Letter, Graphic ",Cami ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,29.0,dresses,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Blue ,Party ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.95,119.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,Plain ,Tee ,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.87,49.0,dresses,60.0,5.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
Brown ,Casual ,All Over Print ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.85,69.0,dresses,97.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Party ,Plain ,Fitted ,Medium Stretch ,Sequins ,"Hand wash,do not dry clean ",4.88,179.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,Colorblock ,Tunic ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",4.79,49.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot Pink ,Party ,Plain ,Fitted ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,49.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.88,55.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Elegant ,Graphic ,Fitted ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.82,29.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mint Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.88,79.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baby Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.85,99.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yellow ,Cute ,Gingham ,Smock ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.83,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,Bodycon ,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.95,49.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camel ,Casual ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,Hand wash or professional dry clean ,4.94,89.0,dresses,0.0,0.0,80.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Boho ,Floral ,A Line ,Slight Stretch ,Fabric ,Hand wash or professional dry clean ,4.97,149.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Elegant ,Polka Dot ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.86,39.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,Hand wash or professional dry clean ,4.9,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,Geometric ,Tee ,Slight Stretch ,Knitted Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,59.0,dresses,62.0,4.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee Brown ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.73,59.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.74,79.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Modest ,Colorblock ,Tunic ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.84,49.0,dresses,97.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.91,39.0,dresses,0.0,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,Letter ,A Line ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",4.83,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beige ,Boho ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,79.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,Paisley ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.91,69.0,dresses,98.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown ,Casual ,Plaid ,Pinafore ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean ",4.44,69.0,dresses,35.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rust Brown ,Elegant ,Plain ,Fitted ,Non-Stretch ,Satin ,Machine wash or professional dry clean ,4.91,79.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Casual ,Plain ,A Line ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.48,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mint Green ,Sexy ,Plain ,Cami ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.85,129.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teal Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,79.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusty Blue ,Elegant ,Plain ,A Line ,Slight Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.87,99.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.82,49.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"Hand wash,do not dry clean ",5.0,259.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Boho ,All Over Print ,Smock ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.91,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,A Line ,Medium Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.83,49.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Casual ,Plain ,Tank ,Slight Stretch ,Woven Fabric ,Hand wash or professional dry clean ,0.0,49.0,dresses,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Purple ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.79,79.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.91,39.0,dresses,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Tee ,Non-Stretch ,Fabric ,"Hand wash,do not dry clean ",4.8,39.0,dresses,97.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
